x (Parameter) -> outputs: [<Shape: [1,3,640,640]>]
__module.model.4.m.1/aten::add/Add/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.4.m.1/aten::add/Add/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.4.m.1/aten::add/Add/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.4.m.1/aten::add/Add/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.4.m.1/aten::add/Add (Add) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_13/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_13/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_13/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_13/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_13/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_13 (Swish) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.4.m.1.cv2.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.4.m.1.cv2.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,96,1,1]>]
__module.model.4.m.1.cv2.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.4.m.1.cv2.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [96,96,3,3]>]
Constant_450708 (Constant) -> outputs: [<Shape: [96,1,1,1]>]
Convert_450707 (Convert) -> outputs: [<Shape: [96,96,3,3]>]
Constant_450706 (Constant) -> outputs: [<Shape: [96,96,3,3]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_12/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_12/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_12/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_12/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_12/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_12 (Swish) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.4.m.1.cv1.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.4.m.1.cv1.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,96,1,1]>]
__module.model.4.m.1.cv1.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.4.m.1.cv1.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [96,96,3,3]>]
Constant_450704 (Constant) -> outputs: [<Shape: [96,1,1,1]>]
Convert_450703 (Convert) -> outputs: [<Shape: [96,96,3,3]>]
Constant_450702 (Constant) -> outputs: [<Shape: [96,96,3,3]>]
__module.model.4.m.0/aten::add/Add/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.4.m.0/aten::add/Add/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.4.m.0/aten::add/Add/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.4.m.0/aten::add/Add/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.4.m.0/aten::add/Add/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.4.m.0/aten::add/Add (Add) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_11/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_11/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_11/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_11/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_11/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_11 (Swish) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.4.m.0.cv2.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.4.m.0.cv2.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,96,1,1]>]
__module.model.4.m.0.cv2.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.4.m.0.cv2.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [96,96,3,3]>]
Constant_450700 (Constant) -> outputs: [<Shape: [96,1,1,1]>]
Convert_450699 (Convert) -> outputs: [<Shape: [96,96,3,3]>]
Constant_450698 (Constant) -> outputs: [<Shape: [96,96,3,3]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_10/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_10/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_10/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_10/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_10/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_10 (Swish) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.4.m.0.cv1.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.4.m.0.cv1.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,96,1,1]>]
__module.model.4.m.0.cv1.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,96,80,80]>]
__module.model.4.m.0.cv1.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [96,96,3,3]>]
Constant_450696 (Constant) -> outputs: [<Shape: [96,1,1,1]>]
Convert_450695 (Convert) -> outputs: [<Shape: [96,96,3,3]>]
Constant_450694 (Constant) -> outputs: [<Shape: [96,96,3,3]>]
__module.model.4/aten::split_with_sizes/VariadicSplit (VariadicSplit) -> outputs: [<Shape: [1,96,80,80]>, <Shape: [1,96,80,80]>]
Constant_577 (Constant) -> outputs: [<Shape: [2]>]
200 (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_9/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,192,80,80]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_9/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_9/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_9/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_9/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_9 (Swish) -> outputs: [<Shape: [1,192,80,80]>]
__module.model.4.cv1.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,192,80,80]>]
__module.model.4.cv1.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,192,1,1]>]
__module.model.4.cv1.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,192,80,80]>]
__module.model.4.cv1.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [192,192,1,1]>]
Constant_450692 (Constant) -> outputs: [<Shape: [192,1,1,1]>]
Convert_450691 (Convert) -> outputs: [<Shape: [192,192,1,1]>]
Constant_450690 (Constant) -> outputs: [<Shape: [192,192,1,1]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_8/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,192,80,80]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_8/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_8/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_8/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_8/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_8 (Swish) -> outputs: [<Shape: [1,192,80,80]>]
__module.model.3.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,192,80,80]>]
__module.model.3.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,192,1,1]>]
__module.model.3.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,192,80,80]>]
__module.model.3.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [192,96,3,3]>]
Constant_450688 (Constant) -> outputs: [<Shape: [192,1,1,1]>]
Convert_450687 (Convert) -> outputs: [<Shape: [192,96,3,3]>]
Constant_450686 (Constant) -> outputs: [<Shape: [192,96,3,3]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_7/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,96,160,160]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_7/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_7/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_7/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_7/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_7 (Swish) -> outputs: [<Shape: [1,96,160,160]>]
__module.model.2.cv2.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,96,160,160]>]
__module.model.2.cv2.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,96,1,1]>]
__module.model.2.cv2.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,96,160,160]>]
__module.model.2.cv2.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [96,192,1,1]>]
Constant_450684 (Constant) -> outputs: [<Shape: [96,1,1,1]>]
Convert_450683 (Convert) -> outputs: [<Shape: [96,192,1,1]>]
Constant_450682 (Constant) -> outputs: [<Shape: [96,192,1,1]>]
__module.model.2/aten::cat/Concat (Concat) -> outputs: [<Shape: [1,192,160,160]>]
__module.model.2.m.1/aten::add/Add/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,48,160,160]>]
__module.model.2.m.1/aten::add/Add/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.2.m.1/aten::add/Add/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.2.m.1/aten::add/Add/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.2.m.1/aten::add/Add/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.2.m.1/aten::add/Add (Add) -> outputs: [<Shape: [1,48,160,160]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_6/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,48,160,160]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_6/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_6/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_6/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_6/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_6 (Swish) -> outputs: [<Shape: [1,48,160,160]>]
__module.model.2.m.1.cv2.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,48,160,160]>]
__module.model.2.m.1.cv2.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,48,1,1]>]
__module.model.2.m.1.cv2.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,48,160,160]>]
__module.model.2.m.1.cv2.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [48,48,3,3]>]
Constant_450680 (Constant) -> outputs: [<Shape: [48,1,1,1]>]
Convert_450679 (Convert) -> outputs: [<Shape: [48,48,3,3]>]
Constant_450678 (Constant) -> outputs: [<Shape: [48,48,3,3]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_5/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,48,160,160]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_5/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_5/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_5/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_5/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_5 (Swish) -> outputs: [<Shape: [1,48,160,160]>]
__module.model.2.m.1.cv1.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,48,160,160]>]
__module.model.2.m.1.cv1.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,48,1,1]>]
__module.model.2.m.1.cv1.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,48,160,160]>]
__module.model.2.m.1.cv1.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [48,48,3,3]>]
Constant_450676 (Constant) -> outputs: [<Shape: [48,1,1,1]>]
Convert_450675 (Convert) -> outputs: [<Shape: [48,48,3,3]>]
Constant_450674 (Constant) -> outputs: [<Shape: [48,48,3,3]>]
__module.model.2.m.0/aten::add/Add/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,48,160,160]>]
__module.model.2.m.0/aten::add/Add/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.2.m.0/aten::add/Add/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.2.m.0/aten::add/Add/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.2.m.0/aten::add/Add/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.2.m.0/aten::add/Add (Add) -> outputs: [<Shape: [1,48,160,160]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_4/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,48,160,160]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_4/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_4/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_4/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_4/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_4 (Swish) -> outputs: [<Shape: [1,48,160,160]>]
__module.model.2.m.0.cv2.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,48,160,160]>]
__module.model.2.m.0.cv2.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,48,1,1]>]
__module.model.2.m.0.cv2.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,48,160,160]>]
__module.model.2.m.0.cv2.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [48,48,3,3]>]
Constant_450672 (Constant) -> outputs: [<Shape: [48,1,1,1]>]
Convert_450671 (Convert) -> outputs: [<Shape: [48,48,3,3]>]
Constant_450670 (Constant) -> outputs: [<Shape: [48,48,3,3]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_3/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,48,160,160]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_3/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_3/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_3/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_3/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_3 (Swish) -> outputs: [<Shape: [1,48,160,160]>]
__module.model.2.m.0.cv1.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,48,160,160]>]
__module.model.2.m.0.cv1.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,48,1,1]>]
__module.model.2.m.0.cv1.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,48,160,160]>]
__module.model.2.m.0.cv1.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [48,48,3,3]>]
Constant_450668 (Constant) -> outputs: [<Shape: [48,1,1,1]>]
Convert_450667 (Convert) -> outputs: [<Shape: [48,48,3,3]>]
Constant_450666 (Constant) -> outputs: [<Shape: [48,48,3,3]>]
__module.model.2/aten::split_with_sizes/VariadicSplit (VariadicSplit) -> outputs: [<Shape: [1,48,160,160]>, <Shape: [1,48,160,160]>]
Constant_215 (Constant) -> outputs: [<Shape: [2]>]
109 (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_2/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,96,160,160]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_2/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_2/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_2/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_2/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_2 (Swish) -> outputs: [<Shape: [1,96,160,160]>]
__module.model.2.cv1.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,96,160,160]>]
__module.model.2.cv1.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,96,1,1]>]
__module.model.2.cv1.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,96,160,160]>]
__module.model.2.cv1.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [96,96,1,1]>]
Constant_450664 (Constant) -> outputs: [<Shape: [96,1,1,1]>]
Convert_450663 (Convert) -> outputs: [<Shape: [96,96,1,1]>]
Constant_450662 (Constant) -> outputs: [<Shape: [96,96,1,1]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_1/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,96,160,160]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_1/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_1/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_1/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_1/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_1 (Swish) -> outputs: [<Shape: [1,96,160,160]>]
__module.model.1.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,96,160,160]>]
__module.model.1.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,96,1,1]>]
__module.model.1.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,96,160,160]>]
__module.model.1.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [96,48,3,3]>]
Constant_450660 (Constant) -> outputs: [<Shape: [96,1,1,1]>]
Convert_450659 (Convert) -> outputs: [<Shape: [96,48,3,3]>]
Constant_450658 (Constant) -> outputs: [<Shape: [96,48,3,3]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,48,320,320]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish (Swish) -> outputs: [<Shape: [1,48,320,320]>]
__module.model.0.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,48,320,320]>]
__module.model.0.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,48,1,1]>]
__module.model.0.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,48,320,320]>]
__module.model.0.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [48,3,3,3]>]
Constant_450656 (Constant) -> outputs: [<Shape: [48,1,1,1]>]
Convert_450655 (Convert) -> outputs: [<Shape: [48,3,3,3]>]
Constant_450654 (Constant) -> outputs: [<Shape: [48,3,3,3]>]
x/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,3,640,640]>]
x/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
x/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
x/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
x/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_66/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,384,20,20]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_66/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_66/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_66/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_66/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_66 (Swish) -> outputs: [<Shape: [1,384,20,20]>]
__module.model.19.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,384,20,20]>]
__module.model.19.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,384,1,1]>]
__module.model.19.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,384,20,20]>]
__module.model.19.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [384,384,3,3]>]
Constant_450936 (Constant) -> outputs: [<Shape: [384,1,1,1]>]
Convert_450935 (Convert) -> outputs: [<Shape: [384,384,3,3]>]
Constant_450934 (Constant) -> outputs: [<Shape: [384,384,3,3]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_61/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,384,40,40]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_61/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_61/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_61/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_61/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_61 (Swish) -> outputs: [<Shape: [1,384,40,40]>]
__module.model.18.cv2.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,384,40,40]>]
__module.model.18.cv2.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,384,1,1]>]
__module.model.18.cv2.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,384,40,40]>]
__module.model.18.cv2.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [384,768,1,1]>]
Constant_450908 (Constant) -> outputs: [<Shape: [384,1,1,1]>]
Convert_450907 (Convert) -> outputs: [<Shape: [384,768,1,1]>]
Constant_450906 (Constant) -> outputs: [<Shape: [384,768,1,1]>]
__module.model.18/aten::cat/Concat (Concat) -> outputs: [<Shape: [1,768,40,40]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_60/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_60/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_60/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_60/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_60/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_60 (Swish) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.18.m.1.cv2.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.18.m.1.cv2.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,192,1,1]>]
__module.model.18.m.1.cv2.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.18.m.1.cv2.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [192,192,3,3]>]
Constant_450904 (Constant) -> outputs: [<Shape: [192,1,1,1]>]
Convert_450903 (Convert) -> outputs: [<Shape: [192,192,3,3]>]
Constant_450902 (Constant) -> outputs: [<Shape: [192,192,3,3]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_59/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_59/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
